# n merge_sort modified_merge_sort
1000 0.0000 0.0000
2000 0.0000 0.0000
5000 3000.0000 0.0000
10000 0.0000 4000.0000
20000 5000.0000 2000.0000
50000 13000.0000 8000.0000
100000 23000.0000 13000.0000
200000 47000.0000 29000.0000
500000 115000.0000 79000.0000
1000000 236000.0000 145000.0000
